Stil,Artist,Track,Beliebtheit,Akustik,Tanzbarkeit,Dauer
Alternative,Red Hot Chili Peppers,Can't Stop,77,0.0179,0.618,269000
Alternative,Toploader,Dancing in the Moonlight - 2001 Remix,63,0.0217,0.748,233573
Alternative,Joji,Will He,70,0.837,0.618,202103
Alternative,Disturbed,The Sound of Silence,71,0.468,0.322,248467
Alternative,Joji,ATTENTION,70,0.895,0.787,128888
Alternative,Frank Ocean,Pink + White,73,0.67,0.544,184516
Alternative,Red Hot Chili Peppers,Snow (Hey Oh),76,0.127,0.432,335067
Alternative,Bad Wolves,Zombie,70,0.00756,0.448,254805
Alternative,Nickelback,Rockstar,65,0.0459,0.616,252040
Alternative,The Revivalists,Wish I Knew You,67,0.13,0.651,274093
Alternative,Radiohead,Creep,78,0.0102,0.515,238640
Alternative,Alina Baraz,Electric (feat. Khalid),70,0.738,0.599,246327
Alternative,Jhene Aiko,Sativa,70,0.315,0.741,276960
Alternative,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),70,0.133,0.728,176702
Alternative,Five Finger Death Punch,Bad Company,66,0.000595,0.557,262440
Alternative,Alice In Chains,Man in the Box,68,0.00229,0.346,284427
Alternative,The Offspring,"You're Gonna Go Far, Kid",74,0.00511,0.546,177827
Alternative,Nickelback,How You Remind Me,75,0.00135,0.446,223840
Alternative,Duckwrth,Start a Riot,69,0.0128,0.728,171467
Alternative,KALEO,Way Down We Go,73,0.579,0.489,213707
Alternative,Incubus,Drive,69,0.0562,0.645,232453
Alternative,Marcy Playground,Sex & Candy,66,0.238,0.67,173493
Alternative,Foo Fighters,The Pretender,73,0.000917,0.433,269373
Alternative,DaniLeigh,Easy - Remix,72,0.195,0.799,186587
Alternative,Frank Ocean,Self Control,70,0.765,0.572,249668
Alternative,Seether,Fake It,71,0.00131,0.615,193893
Alternative,R.E.M.,Losing My Religion,78,0.163,0.671,268427
Alternative,Chevelle,The Red,66,0.000671,0.509,238400
Alternative,Red Hot Chili Peppers,Dani California,73,0.017,0.553,283000
Alternative,The Goo Goo Dolls,Iris,75,0.00125,0.315,289533
Alternative,Alina Baraz,Floating (feat. Khalid),69,0.81,0.66,174490
Alternative,Frank Ocean,Solo,66,0.849,0.444,257380
Alternative,Weezer,Say It Ain't So,70,0.00717,0.624,258827
Alternative,Skillet,Hero,68,0.00791,0.533,186813
Alternative,The 1975,Love It If We Made It,70,0.0007,0.472,252926
Alternative,Lit,My Own Worst Enemy,69,0.00129,0.494,169027
Alternative,6LACK,PRBLMS,71,0.0307,0.417,246773
Alternative,Tierra Whack,Hungry Hippo,68,0.0227,0.894,60000
Alternative,Frank Ocean,White Ferrari,66,0.784,0.444,248808
Alternative,Disturbed,Down with the Sickness,70,0.000996,0.695,279213
Alternative,Slipknot,Duality,73,0.000237,0.354,252613
Alternative,Skillet,Feel Invincible,68,0.00045,0.603,229933
Alternative,The Neighbourhood,Daddy Issues,71,0.0678,0.588,260173
Alternative,Theory of a Deadman,Rx (Medicate),68,0.0133,0.639,233173
Alternative,Rise Against,Savior,69,0.00164,0.549,242280
Alternative,Red Hot Chili Peppers,Scar Tissue,73,0.0779,0.595,215907
Alternative,System Of A Down,Toxicity,74,0.000264,0.413,218933
Alternative,Puddle Of Mudd,Blurry,63,0.01,0.44,304000
Alternative,Nirvana,Heart-Shaped Box,71,0.184,0.494,281160
Alternative,Breakbot,Baby I'm Yours - feat. Irfrane,63,0.705,0.831,215787
Alternative,Pearl Jam,Even Flow,72,0.00178,0.394,292581
Alternative,Red Hot Chili Peppers,Otherside,75,0.00316,0.458,255373
Alternative,Everclear,Santa Monica,66,0.156,0.491,191507
Alternative,Good Charlotte,The Anthem,70,0.00666,0.494,175093
Alternative,The 1975,It's Not Living (If It's Not With You),71,0.000297,0.618,248336
Alternative,Kiana LedÃ©,Bouncin (feat. Offset),69,0.15,0.942,172493
Alternative,Summer Walker,Girls Need Love,69,0.558,0.645,140760
Alternative,Rage Against The Machine,Bulls On Parade,70,0.0124,0.412,229467
Alternative,Linkin Park,What I've Done,74,0.0141,0.623,205613
Alternative,Breaking Benjamin,The Diary of Jane - Single Version,65,5.86E-05,0.391,200547
Alternative,Steve Lacy,Dark Red,64,0.449,0.603,173104
Alternative,Alice In Chains,Would?,69,0.000332,0.305,206773
Alternative,Stone Temple Pilots,Interstate Love Song,69,0.000552,0.214,193613
Alternative,Lifehouse,You And Me,73,0.103,0.456,195493
Alternative,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,69,5.59E-05,0.404,258467
Alternative,Capital Cities,Safe And Sound,73,0.000194,0.656,192790
Alternative,Three Days Grace,Animal I Have Become,69,0.000684,0.553,231400
Alternative,Breaking Benjamin,I Will Not Bow,67,0.000192,0.543,216733
Alternative,Eve 6,Inside Out,64,0.114,0.483,219467
Alternative,Mac Ayres,Easy,69,0.373,0.722,314358
Alternative,Pearl Jam,Alive,73,0.00752,0.284,340907
Alternative,Dominic Fike,AÃ§aÃ­ Bowl,65,0.502,0.687,177400
Alternative,Doja Cat,Juicy,67,0.0817,0.77,199587
Alternative,MGMT,Kids,73,0.00076,0.451,302840
Alternative,Florence + The Machine,Dog Days Are Over,66,0.0416,0.492,251840
Alternative,Audioslave,Like a Stone,72,0.00797,0.614,293960
Alternative,3 Doors Down,Here Without You,72,0.0537,0.536,238560
Alternative,Joji,WANTED U,66,0.105,0.305,251015
Alternative,Gorillaz,On Melancholy Hill,71,1.51E-05,0.689,233867
Alternative,Two Door Cinema Club,What You Know,66,0.000715,0.561,191707
Alternative,Ari Lennox,Shea Butter Baby (with J. Cole),68,0.134,0.702,210590
Alternative,Mazzy Star,Fade Into You,69,0.245,0.42,295600
Alternative,Frank Ocean,Pink Matter,61,0.95,0.399,268813
Alternative,The Score,Legend,69,0.0136,0.599,189120
Alternative,Steve Lacy,C U Girl,63,0.663,0.414,129698
Alternative,Trevor Daniel,Falling,68,0.123,0.784,159382
Alternative,Nirvana,Lithium,65,0.00203,0.68,257053
Alternative,Collective Soul,Shine,65,0.294,0.54,306040
Alternative,Empire of the Sun,Walking On A Dream,71,0.257,0.871,198440
Alternative,Five Finger Death Punch,Wrong Side of Heaven,64,0.00662,0.483,271000
Alternative,Hinder,Lips Of An Angel,68,0.0328,0.476,261853
Alternative,X Ambassadors,Renegades,71,0.0144,0.526,195200
Alternative,Alien Ant Farm,Smooth Criminal,70,0.00434,0.647,209267
Alternative,Puddle Of Mudd,She Hates Me,66,0.00935,0.58,216760
Alternative,The Temper Trap,Sweet Disposition,62,0.0701,0.531,230800
Alternative,Alice In Chains,Rooster,65,0.0307,0.269,374333
Alternative,Foo Fighters,Learn to Fly,71,1.83E-05,0.465,235293
Alternative,Jhene Aiko,While We're Young,67,0.107,0.454,236160
Alternative,Slipknot,Before I Forget,71,0.0177,0.291,278600
Alternative,Oliver Tree,All That,63,0.0656,0.734,166991
Alternative,Young the Giant,Superposition,68,0.00289,0.593,230960
Alternative,Avenged Sevenfold,Nightmare,68,0.000318,0.554,374453
Alternative,Bush,Glycerine,63,0.0371,0.437,266493
Alternative,Joji,R.I.P. (feat. Trippie Redd),65,0.618,0.716,158726
Alternative,Three Days Grace,I Hate Everything About You,70,0.00461,0.498,231480
Alternative,Kiana LedÃ©,EX,70,0.231,0.763,222387
Alternative,Five Finger Death Punch,Jekyll and Hyde,63,0.000613,0.543,206895
Alternative,Kid Rock,Picture (feat. Sheryl Crow),64,0.172,0.692,298960
Alternative,311,Amber,65,0.119,0.659,211080
Alternative,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",67,0.301,0.702,207455
Alternative,Summer Walker,Session 32,65,0.894,0.574,98027
Alternative,The 1975,TOOTIMETOOTIMETOOTIME,69,0.209,0.667,207851
Alternative,The Wallflowers,One Headlight,69,0.00106,0.701,312587
Alternative,Harvey Danger,Flagpole Sitta,60,0.00184,0.351,217267
Alternative,Saving Abel,Addicted,64,0.000821,0.512,222827
Alternative,Freddie Gibbs,Palmolive (feat. Pusha T & Killer Mike),64,0.601,0.33,245333
Alternative,The Goo Goo Dolls,Slide,68,0.00483,0.395,212067
Alternative,Linkin Park,One Step Closer,70,0.0014,0.492,157333
Alternative,Still Woozy,Cooks,64,0.446,0.363,174105
Alternative,System Of A Down,B.Y.O.B.,71,0.00662,0.556,255467
Alternative,Disturbed,Stricken,68,8.51E-05,0.404,245227
Alternative,Weezer,Buddy Holly,68,0.00336,0.553,159227
Alternative,Joji,Demons,65,0.416,0.464,176804
Alternative,Still Woozy,Lucy,64,0.385,0.649,142500
Alternative,Frank Ocean,Nikes,68,0.695,0.543,314075
Alternative,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,67,0.0481,0.856,174720
Alternative,Young the Giant,Cough Syrup,67,0.0343,0.534,249520
Alternative,Foo Fighters,Best of You,71,0.000769,0.366,255627
Alternative,The Verve,Bitter Sweet Symphony,75,0.0335,0.356,357267
Alternative,Cautious Clay,Cold War,65,0.274,0.654,202597
Alternative,Shoffy,Cool Again,71,0.443,0.774,191935
Alternative,James Blake,Mile High (feat. Travis Scott & Metro Boomin),67,0.403,0.754,193600
Alternative,Lifehouse,Hanging By A Moment,63,0.000983,0.531,216067
Alternative,Sum 41,Fat Lip,70,0.000618,0.574,178267
Alternative,Linkin Park,Bleed It Out,70,0.114,0.529,166373
Alternative,AFI,Miss Murder,67,0.000213,0.309,206587
Alternative,Slipknot,The Devil In I,68,0.00591,0.398,342821
Alternative,Shinedown,Second Chance,64,0.00107,0.46,222067
Alternative,Crossfade,Cold,64,6.06E-05,0.451,194227
Alternative,Modest Mouse,Float On,69,0.013,0.649,208467
Alternative,Third Eye Blind,Jumper - 1998 Edit,65,0.0129,0.599,272973
Alternative,Joji,COME THRU,63,0.163,0.66,153169
Alternative,Franz Ferdinand,Take Me Out,71,0.000423,0.278,237027
Alternative,Pearl Jam,Jeremy,70,0.0404,0.285,318227
Alternative,Frank Ocean,Novacane,67,0.0726,0.764,302347
Alternative,Doja Cat,Tia Tamera (feat. Rico Nasty),65,0.017,0.814,212813
Alternative,My Darkest Days,Porn Star Dancing,63,0.0199,0.474,199013
Alternative,3 Doors Down,When I'm Gone,66,0.00457,0.496,260507
Alternative,Five Finger Death Punch,Gone Away,62,0.000419,0.501,275213
Alternative,Staind,It's Been Awhile,62,0.00189,0.509,264707
Alternative,Foo Fighters,All My Life,69,0.000218,0.58,263440
Alternative,Shinedown,45,63,0.0022,0.446,250093
Alternative,The Strokes,Last Nite,65,0.0223,0.624,193373
Alternative,Godsmack,I Stand Alone,64,4.78E-05,0.213,246040
Alternative,Saliva,Click Click Boom,66,0.0029,0.609,252400
Alternative,Three Days Grace,Riot,66,0.0104,0.185,207587
Alternative,System Of A Down,Aerials,70,0.000918,0.364,235053
Alternative,Audioslave,Show Me How to Live,68,0.000336,0.433,277840
Alternative,Beck,Loser,66,0.0341,0.66,235000
Alternative,Linkin Park,Crawling,70,0.0466,0.58,208960
Alternative,Weezer,Beverly Hills,66,0.0932,0.693,196093
Alternative,Drowning Pool,Bodies,69,0.00347,0.656,201960
Alternative,Live,Lightning Crashes,62,0.277,0.398,325600
Alternative,Spin Doctors,Two Princes,69,0.00162,0.543,256733
Alternative,Five Finger Death Punch,Blue on Black,62,0.00254,0.452,274615
Alternative,Gorillaz,DARE,69,0.0226,0.76,245000
Alternative,The Score,Unstoppable,67,0.00146,0.469,192107
Alternative,6LACK,Seasons (feat. Khalid),67,0.704,0.605,250001
Alternative,Incubus,Pardon Me,63,0.00114,0.579,223747
Alternative,The Presidents Of The United States Of America,Lump,65,0.00468,0.499,134200
Alternative,Skillet,Awake and Alive,65,0.0425,0.434,209493
Alternative,The Black Keys,Howlin' For You,65,0.028,0.705,191800
Alternative,Slipknot,All Out Life,70,0.000683,0.499,340132
Alternative,Theory of a Deadman,Bad Girlfriend,63,0.00298,0.504,205627
Alternative,Soundgarden,Spoonman,66,1.9E-05,0.274,246920
Alternative,Shinedown,Sound of Madness,64,4.93E-05,0.328,233987
Alternative,The Smashing Pumpkins,Cherub Rock - Remastered 2011,61,5.91E-06,0.382,298253
Alternative,Oliver Tree,Fuck,62,0.0127,0.826,154682
Alternative,Creed,Higher,65,5.15E-05,0.459,316733
Alternative,Shinedown,DEVIL,65,0.00039,0.354,207987
Alternative,Jhene Aiko,The Worst,66,0.237,0.524,254493
Alternative,Shinedown,Cut The Cord,64,0.00349,0.447,224597
Alternative,The Offspring,The Kids Aren't Alright,73,0.00705,0.529,180160
Alternative,Sum 41,In Too Deep,71,0.000178,0.577,207093
Alternative,grandson,Apologize,64,0.00121,0.535,198694
Alternative,UMI,Remember Me,65,0.456,0.84,199227
Alternative,Three Days Grace,Never Too Late,66,0.00838,0.433,209333
Alternative,Queens of the Stone Age,No One Knows,63,0.0359,0.507,278707
Alternative,Korn,Freak On a Leash,69,2.23E-05,0.353,255733
Alternative,Disturbed,Indestructible,67,0.000209,0.429,278027
Alternative,Creed,With Arms Wide Open,61,0.00425,0.41,274800
Alternative,Masego,Navajo,66,0.114,0.686,194157
Alternative,Frank Ocean,Super Rich Kids,64,0.269,0.592,304760
Alternative,Shinedown,State Of My Head,63,0.00919,0.486,205653
Alternative,Candlebox,Far Behind,63,0.00187,0.552,299733
Alternative,Finger Eleven,Paralyzer,65,0.169,0.645,208107
Alternative,Phoenix,1901,63,0.0605,0.591,193107
Alternative,MercyMe,I Can Only Imagine,61,0.0909,0.407,248253
Alternative,Oliver Tree,All I Got,61,0.12,0.667,218704
Alternative,Yeek,Only in the West,60,0.07,0.954,181603
Alternative,Seether,Remedy,65,0.00018,0.546,207213
Alternative,The 1975,Chocolate,62,0.00391,0.591,224640
Alternative,Avenged Sevenfold,Bat Country,65,0.000248,0.541,311813
Alternative,Toadies,Possum Kingdom,59,0.000813,0.653,309573
Alternative,for KING & COUNTRY,God Only Knows,64,0.395,0.597,229760
Alternative,The Smashing Pumpkins,Today - Remastered,60,3.35E-05,0.456,201173
Alternative,Doja Cat,Go To Town,64,0.0716,0.71,217813
Alternative,Red Hot Chili Peppers,Dark Necessities,70,0.0722,0.7,302000
Alternative,Linkin Park,Papercut,69,0.00022,0.524,184867
Alternative,Shinedown,MONSTERS,63,0.00204,0.487,248373
Alternative,Tierra Whack,Pretty Ugly,62,0.22,0.941,60000
Alternative,dvsn,Think About Me,63,0.0607,0.547,246240
Alternative,Red Hot Chili Peppers,Give It Away,70,0.00244,0.666,282907
Alternative,Joji,XNXX,63,0.257,0.388,127318
Alternative,Foo Fighters,My Hero,66,6.2E-05,0.374,260027
Alternative,6LACK,Ex Calling,67,0.00561,0.773,211960
Alternative,Starset,My Demons,61,0.00768,0.274,288036
Alternative,Sabrina Claudio,Belong to You (feat. 6LACK),65,0.274,0.605,185617
Alternative,Saba,Photosynthesis,65,0.536,0.777,201733
Alternative,Pearl Jam,Black,71,0.323,0.36,342653
Alternative,6LACK,First Fuck,61,0.924,0.391,205490
Alternative,Ari Lennox,BMO,64,0.0116,0.72,146914
Alternative,Slipknot,Psychosocial,68,0.00252,0.576,283400
Alternative,Avenged Sevenfold,Shepherd of Fire,64,0.000332,0.576,323800
Alternative,Chevelle,Send the Pain Below,61,0.000281,0.468,252360
Alternative,Still Woozy,Lava,62,0.304,0.623,157303
Alternative,The 1975,The Sound,61,0.096,0.643,248880
Alternative,Jhene Aiko,Never Call Me,60,0.874,0.484,270547
Alternative,The Strokes,Someday,65,0.00425,0.538,183440
Alternative,Oliver Tree,Movement,61,0.0424,0.774,163196
Alternative,Berhana,Grey Luh,64,0.597,0.543,261103
Alternative,Teyana Taylor,Gonna Love Me,67,0.402,0.514,166998
Alternative,Ari Lennox,Up Late,64,0.308,0.7,266934
Alternative,Peter Bjorn and John,Young Folks,61,0.0172,0.701,279027
Alternative,MGMT,Time to Pretend,68,8.74E-05,0.438,261000
Alternative,Joji,I'LL SEE YOU IN 40,61,0.347,0.411,253781
Alternative,Nirvana,The Man Who Sold The World,70,0.406,0.485,260947
Alternative,Frank Ocean,Lost,63,0.0284,0.907,234093
Alternative,Dominic Fike,She Wants My Money,63,0.771,0.704,133560
Alternative,Two Door Cinema Club,Undercover Martyn,63,0.00025,0.442,167773
Alternative,Nickelback,Burn It to the Ground,66,0.000247,0.617,212347
Alternative,Bush,Machinehead,60,2.57E-05,0.143,256333
Alternative,Skillet,The Resistance,64,0.000526,0.483,232067
Alternative,Frank Ocean,Seigfried,61,0.975,0.377,334570
Alternative,The Strokes,Reptilia,68,0.000563,0.486,219754
Alternative,Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],60,0.464,0.784,195356
Alternative,The 1975,Sincerity Is Scary,68,0.0509,0.656,225956
Alternative,Alice In Chains,Nutshell,64,0.37,0.384,259200
Alternative,Everclear,Father Of Mine,60,0.000431,0.568,231400
Alternative,Janelle MonÃ¡e,Make Me Feel,67,0.132,0.859,194230
Alternative,Joji,I Don't Wanna Waste My Time,63,0.765,0.287,164430
Alternative,Frank Ocean,Biking,65,0.681,0.673,277521
Alternative,GoldLink,Days Like This (feat. Khalid),67,0.0725,0.805,168933
Alternative,Violent Femmes,Blister In The Sun,66,0.219,0.701,144333
Alternative,Linkin Park,BURN IT DOWN,69,0.0143,0.585,230253
Alternative,Incubus,Wish You Were Here,62,0.000631,0.246,212733
Alternative,Bag Raiders,Shooting Stars,69,0.0933,0.634,235813
Alternative,Pantera,Walk,69,0.000155,0.43,315120
Alternative,Third Eye Blind,How's It Going to Be,64,0.00327,0.562,253413
Alternative,GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",66,0.0673,0.694,200801
Alternative,The Black Keys,Walk Across The Water,68,0.329,0.418,235842
Alternative,Oliver Tree,Enemy,60,0.31,0.725,114313
Alternative,Rage Against The Machine,Guerrilla Radio,66,0.0129,0.599,206200
Alternative,The Goo Goo Dolls,Name,65,0.0691,0.464,270000
Alternative,Nirvana,In Bloom - Nevermind Version,61,4.58E-05,0.496,255080
Alternative,The Presidents Of The United States Of America,Peaches,63,0.0146,0.417,171693
Alternative,The Neighbourhood,Afraid,65,0.00892,0.464,251187
Alternative,Kali Uchis,Just A Stranger (feat. Steve Lacy),63,0.127,0.745,177697
Alternative,Jhene Aiko,Never Call Me (feat. YG) - Remix,64,0.694,0.595,232240
Alternative,Aaron Lewis,Country Boy (feat. George Jones & Charlie Daniels),62,0.296,0.595,283347
Alternative,The Raconteurs,"Steady, As She Goes",67,0.0132,0.524,215267
Alternative,Three Days Grace,Pain,64,0.00804,0.416,202973
Alternative,STRFKR,Rawnald Gregory Erickson the Second,59,0.229,0.9,173693
Alternative,Soundgarden,Fell On Black Days,63,0.00165,0.573,283027
Alternative,6LACK,Switch,67,0.0427,0.664,207071
Alternative,Seether,Broken,66,0.0102,0.448,258333
Alternative,Shinedown,GET UP,62,0.0174,0.552,245787
Alternative,Souls Of Mischief,93 'Til Infinity,67,0.125,0.59,286440
Alternative,10 Years,Wasteland,60,0.000426,0.391,229867
Alternative,Omar Apollo,Ugotme,63,0.454,0.782,127273
Alternative,Kid Rock,Cowboy,60,0.085,0.608,257867
Alternative,Thousand Foot Krutch,Courtesy Call,64,0.00378,0.532,236907
Alternative,P.O.D.,Youth of the Nation,67,0.00834,0.563,256240
Alternative,Kid Rock,Bawitdaba,61,0.00172,0.551,265840
Alternative,Five Finger Death Punch,Wash It All Away,60,2.08E-05,0.485,224906
Alternative,Joji,worldstar money (interlude),60,0.964,0.577,126312
Alternative,Sick Puppies,You're Going Down,61,0.0116,0.488,187347
Alternative,KONGOS,Come with Me Now,67,0.0311,0.654,211960
Alternative,Nickelback,Far Away,66,0.000696,0.518,238173
Alternative,Five Finger Death Punch,Sham Pain,60,0.000172,0.555,209703
Alternative,MARINA,How to Be a Heartbreaker,62,0.0142,0.69,221493
Alternative,Creed,One Last Breath,65,0.00841,0.386,238240
Alternative,Staind,So Far Away,63,0.012,0.407,243573
Alternative,The Smashing Pumpkins,Disarm - Remastered,59,0.142,0.527,196905
Alternative,La Roux,Bulletproof,61,0.000698,0.686,205733
Alternative,The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",65,6.28E-05,0.287,254627
Alternative,Halestorm,I Miss the Misery,60,0.009,0.469,183507
Alternative,Red Hot Chili Peppers,By the Way,71,0.0264,0.451,216933
Alternative,Stone Sour,Through Glass,68,0.0417,0.545,282947
Alternative,Barns Courtney,"""99""",62,0.00598,0.552,199413
Alternative,A Perfect Circle,Judith,63,3.32E-05,0.365,247267
Alternative,Phoenix,Lisztomania,61,0.0339,0.486,241640
Alternative,Xavier OmÃ¤r,Blind Man,62,0.453,0.89,242196
Alternative,Foo Fighters,Monkey Wrench,65,1.83E-05,0.399,231480
Alternative,Deftones,Change (In the House of Flies) - In The House Of Flies LP Version,63,0.000249,0.269,299533
Alternative,Frank Ocean,Provider,64,0.74,0.654,243238
Alternative,Volbeat,A Warrior's Call,60,0.00075,0.374,263080
Alternative,Alina Baraz,Fantasy,62,0.353,0.68,218947
Alternative,MotÃ¶rhead,Ace of Spades,71,0.00242,0.317,165907
Alternative,Volbeat,Still Counting,68,0.00039,0.309,261813
Alternative,Frank Ocean,Bad Religion,56,0.779,0.276,175453
Alternative,Creed,My Sacrifice,66,0.000101,0.32,294600
Alternative,Ween,Ocean Man,64,0.551,0.72,126947
